name,provider,address,website,contact-person,phone,email,country
AUG - Kuantan ,AUG - Kuantan ,"A-271-1 Jalan Beserah, Kuantan start city 2 Kuantan Pahang 25300 Malaysia",www.augstudy.com,Mr Yew Thet Soo,(+60) 9 505 5427,kuantan@augstudy.com,Malaysia
AUG - Kuching,AUG - Kuching,"Sub Lot 6, Sekama 7, Jalan Sekama Kuching Sarawak 93300 Malaysia ",www.augstudy.com,Ms Karin Kon,(+60) 82 348855,kuching@augstudy.com,Malaysia
AUG - Melaka,AUG - Melaka,"No. 203-B Menara Jian Mei Jalan Kenanga 3/29A Off Jalan Gajah Berang (next to SMJK Katholik), Taman Kenanga, Melaka 75200 Malaysia ",www.augstudy.com,Ms Marilyn Chong,(+60) 3 5634 3769,melaka@augstudy.com,Malaysia
AUG - Nilai,AUG - Nilai,"LK2-01-02, Blok LK2, Laman Komersil Areca Putra Nilai, Negeri Sembilan, 71800",www.augstudy.com,Ms May Tan,(+60) 6 7907988,nilai@augstudy.com,Malaysia
AUG - Penang ,AUG - Penang ,441-G-9 Pulau Tikus Plaza Jalan Burma Penang 10345 Malaysia ,www.augstudy.com,Ms Yen Yen Ong,(+60) 4 228 5990,penang@augstudy.com,Malaysia
AUG - Segamat ,AUG - Segamat ,"155 1Fl, Jalan Sia Her Yam Segamat Johor 85000 Malaysia ",www.augstudy.com,Ms Marilyn Chong,(+60) 79321168,segamat@augstudy.com,Malaysia
AUG - Singapore,AUG - Singapore,"7 Maxwell Road, # 02-100 Annex B, MND Complex, Singapore 069111",www.augstudy.com/singapore,Nick LIM,(+65) 6227 0380,singapore@augstudy.com,Malaysia
AUG - Subang Jaya,AUG - Subang Jaya,"8, Jalan SS15/8, Subang Jaya 47500 Selango",www.augstudy.com,Ms Nicole Chong,(+60) 3 5634 3767,malaysia@augstudy.com,Malaysia
AUSTRALIAN BUSINESS CENTRE - Sarawak,AUSTRALIAN BUSINESS CENTRE - Sarawak,"1st Floor, Lot 2067 Jalan Utama, Pending Kuching Sarawak 93450",www.australianbusinesscentre.blogspot.com,Roger CHAN,(+608) 2482 999 ,abc@netinc.net.my,Malaysia
ED NETWORK INTERNATIONAL EDUCATION SDN BHD - Malaysia,ED NETWORK INTERNATIONAL EDUCATION SDN BHD - Malaysia,"69-02, Jalan Molek 3/10, Taman Molek, 81100 Johor Bahru Malaysia",www.ednet.com.my,Serene DING,(+601) 6778 1488,serene@ednet.com.my,Malaysia
GB ACADEMY SDN BHD - Johor,GB ACADEMY SDN BHD - Johor,"76, Jalan Harimau Tarum, Taman Century, 80250 Johor Bahru, Johor",www.gbacademy.my,Megan SOO ,(+660) 197187733,megan@gb-academy.com,Malaysia
IDP EDUCATION - Cambodia,IDP EDUCATION - Cambodia,"No 657 Kampuchea, Krom Boulevard Phnom Penh",www.idp.com/cambodia,Vantak CHHEANG,(+855) 23 881 018,info.phnompenh@idp.com,Malaysia
IDP EDUCATION - Johor Barhu,IDP EDUCATION - Johor Barhu,38-01 Jalan Austin Heights 3/2 Taman Mount Austin Johor Bahru Johor 81100 Malaysia ,www.idp.com/malaysia,Marilyn Tai Meng Choo,(+607) 364 0080,info.johorbahru@idp.com,Malaysia
IDP EDUCATION - Kota Kinabalu,IDP EDUCATION - Kota Kinabalu,"Lot 2-1, 1st Floor, Lorong Lintas Plaza 1, Lintas Plaza, Jalan Lintas, Kota Kinabalu, Sabah 88300",www.idp.com/malaysia,Audrey Liansun,(+608) 8242 336,info.kotakinabalu@idp.com,Malaysia
IDP EDUCATION - Kuala Lumpur,IDP EDUCATION - Kuala Lumpur,"6th Floor, (West Block), Wisma Selangor Dredging, Jalan Ampang 50450 Kuala Lumpur",www.idp.com/malaysia,Charan Kaur,(+603) 2162 3755,info.kualalumpur@idp.com,Malaysia
IDP EDUCATION - Kuching,IDP EDUCATION - Kuching,"1st Floor, No 28 Brighton Square Jalan Song, 93350 Kuching Sarawak",www.idp.com/malaysia,Alvina Lau,(+608) 2577645,info.kuching@idp.com,Malaysia
IDP EDUCATION - Penang,IDP EDUCATION - Penang,441-1-1 Pulau Tikus Plaza Jalan Burma 10350 Penang,www.idp.com/malaysia, Oon Hooi Ting,(+604) 226 1811,info.penang@idp.com,Malaysia
IEDUCARE SERVICES - Kuala Lumpur,IEDUCARE SERVICES - Kuala Lumpur,"Suite 50-4-3, Level 4, Wisma UOA Damansara 1, No 50 Jalan Dungun, Damansara Heights, Kuala Lumpur, Malaysia 50490",www.facebook.com/iEduCareServices,Michael Tho ,(+603) 2093 3098,michael@ieducare.com.my,Malaysia
JM EDUCATION GROUP BERHAD - Malaysia,JM EDUCATION GROUP BERHAD - Malaysia,36-38 Jalan SS 15/8 Subang Jaya Selangor 47500 Malaysia ,www.jmeducationgroup.com,Abbie Lim ,(+604) 2288 376,abbie@jmecc.com,Malaysia
MMS MARKET MANAGEMENT SERVICES - Kuching,MMS MARKET MANAGEMENT SERVICES - Kuching,"No. 32, 1st Floor, Blok E, Jalan Tunku Abdul Rahman, Taman Sri Sarawak Bkt Permata 93100 Kuching, Malaysia",www.mms.com.my,May TAN,(+608) 2246795,may@mms.com.my,Malaysia
PDVL OVERSEAS ADVISORY - Kota Kinabalu,PDVL OVERSEAS ADVISORY - Kota Kinabalu,"Lot B-1-2, 1st Floor, Block B, Karamunsing Capital, Lorong Capital, 88100 Kota Kinabalu, Sabah",www.pd-vl.com,Mei Tyin Low ,(+60) 88253992,kotakinabalu@pd-vl.com,Malaysia
PDVL OVERSEAS ADVISORY - Kuala Lumpur,PDVL OVERSEAS ADVISORY - Kuala Lumpur,"Unit 2-16, PV 128, Jalan Genting Klang, 53300 Kuala Lumpur, Jalan Genting Klang Kuala Lumpur 53300",www.pd-vl.com,M T Low ,(+60) 10 226 9851,loeny@pd-vl.com,Malaysia
CAMPUS ABROAD - Mauritius,CAMPUS ABROAD - Mauritius,"34, Vandermeersch Street, Rose Hill, Mauritius",www.campusabroadmauritius.com, - ,(+230) 467 62 00,"campus-abroad@usa.net
campus@intnet.mu",Mauritius
IDP EDUCATION - Mauritius,IDP EDUCATION - Mauritius,"4th Floor, Ken Lee Building, 20 Edith Cavell Street Port Louis, Mauritius",www.idp.com,-,(+230) 210 1971,info@portlouis.idp.com,Mauritius
E-PLANET (EDUCATION PLANET) - Nepal,E-PLANET (EDUCATION PLANET) - Nepal,"Bagbazar-31, Kathmandu, Nepal",www.eplanet.edu.np, - ,(+977) 1 4239656,info@eplanet.edu.np,Nepal
UNICAMPUS EDUCATION NETWORK - Nepal,UNICAMPUS EDUCATION NETWORK - Nepal,"Putalisadak Height, Lalupate Marg , Kathmandu, Nepal",www.unicampus.edu.np, - ,(+977) 4423759,info@unicampusglobal.net,Nepal
AEO - Islamabad,AEO - Islamabad,"13-K, Moiz Plaza , Bhatai Road F-7 Markaz, Islamabad",www.aeo.com.pk, - ,(+92) 300 8567776,isb@aeo.com.pk,Pakistan
AECC Global (AUSTRALIA EDUCATION VICTORIA PTY LTD) - Philippines,AECC Global (AUSTRALIA EDUCATION VICTORIA PTY LTD) - Philippines,"2nd floor, L & R Building, 1018 A. Arnaiz Avenue, Makati City, Philippines 1223",www.aeccglobal.com,Sonu Agrawal,(63) 2 232 9142    ,Sonu.agrawal@aeccglobal.com,Philippines
AMS BRIDGE BLUE - Cebu,AMS BRIDGE BLUE - Cebu,"7th Floor Apple One Tower Biliran Street corner Mindanao Avenue, Cebu Business Park, Cebu",www.amsbridgeblue.com,Mr. Tomothy Teoh,(63) 9178170240,tim@amsbridgeblue.com,Philippines
AMS BRIDGE BLUE - Davao,AMS BRIDGE BLUE - Davao,"Unit 202-C, Bajada Plaza, Bldg J.P. Laurel Ave, Davao City, Davao Oriental 8000",www.amsbridgeblue.com,Mr. Tomothy Teoh,(63) 9176278400,tim@amsbridgeblue.com,Philippines
AMS BRIDGE BLUE - Manila,AMS BRIDGE BLUE - Manila,"2nd Floor Aguirre Bldg.,108 Dela Costa Street Salcedo Village Makati City, Philippines 1200",www.amsbridgeblue.com,Mr. Tomothy Teoh,(63) 917 817 0240,tim@amsbridgeblue.com,Philippines
FORTRUST EDUCATION SERVICES - Philippines,FORTRUST EDUCATION SERVICES - Philippines,"Level 5, Liberity Building
835 A.Amaiz Avenue,
Makati
Metro Manila

Philippines ",www.fortrust.com,Mr. Steve Suprapto,(63) 939164111,info@fortrust.com,Philippines
IDP EDUCATION - Philippines Cebu,IDP EDUCATION - Philippines Cebu,"Unit 1504, 15th Floor Keppel Center, Cardinal Rosales Avenue, corner Samar Loop, Cebu Business Park, Cebu City, 6000 ",www.idp.com/philippines,Rita MAY O. VELOSO,(+63) 32236 2758,rita.viloso@idp.com,Philippines
IDP EDUCATION - Philippines Manila,IDP EDUCATION - Philippines Manila,"16/F, Marco Polo Ortigas, Sapphire Road, Ortigas Business Center, Pasig, 1600 Metro Manila, Philippines",www.idp.com/philippines,Cecilia MUNBO,(+63) 2535 3320,cecilia.munbo@idp.com,Philippines
IDP EDUCATION - Subang Jaya,IDP EDUCATION - Subang Jaya,"No 18, Jalan SS 15/8 47500 Subang Jaya Selangor",www.idp.com/malaysia,Carmen Loo,(+60) 7331 2977,info.subangjaya@idp.com,Philippines
INFINITY MIGRATION SERVICES PTY LTD - Quezon,INFINITY MIGRATION SERVICES PTY LTD - Quezon,"Quezon City
3/F Unit 6, 86 Landsale Building
Timog Avenue corner Mother Ignacia Avenue
Quezon City 1103 ",www.infinitymigration.com,Mr. Michael SB Lindsay,(63) 2 618 5284,michaell@infinitygrp.com.au,Philippines
INTERNATIONAL EDUCATION SPECIALISTS - Philippines,INTERNATIONAL EDUCATION SPECIALISTS - Philippines,"2/F Trafal
gar Plaza
, 105 H.V. De La Costa
St., Salcedo Village
Makati City 1227, Philippines",www.inter-ed.com,Mr. Roger Bartholomew,(63) 28191001,rogerb@inter-ed.com,Philippines
KOKOS INTERNATIONAL - Manila,KOKOS INTERNATIONAL - Manila,"Unit 305, 3/F Townes Inc. Bldg., 916 A. Arnaiz Ave., San Lorenzo Village, Makati City, Metro Manila, Philippines 1223",www.kokosinternational.com,Mr. Chul Lee,(63) 2 845 0115,Chul@Ikokos.com,Philippines
"SPEAKUNITED, INC. - Cebu","SPEAKUNITED, INC. - Cebu","Unit 2C, 8 Missouri St., NorthEast Greenhills, San Juan City, Cebu, Philippines 1503",www.speakunitedinc.com,Elizaldy Dy,(63) 5462189,edy@speakunitedinc.com,Philippines
STUDY INTERNATIONAL - Manila,STUDY INTERNATIONAL - Manila,"146 LP Leviste Street, Salcedo Village, UG36 Alfaro Place Makati City, Manila",www.studyinternational.com.ph,Ms. Joyce Ann Dayao,(63) 2 817 8090 ,joyce@studyinternational.com.ph,Philippines
AECC Global - Singapore ,AECC Global - Singapore ,"230 Victoria Street, #07-03/04 Bugis Junction Towers, Singapore 188024",www.aeccglobal.sg,Mr Darly FONG,(+608) 8727 802,alson.tan@aeccglobal.com,Singapore
CMS PTE - Singapore,CMS PTE - Singapore,"15 Enggor Street, #07-01 Realty Centre Singapore 079716",www.cmsedu.com.sg,Mr. David TEO,(+65) 6221 1666,david.teo@cmsedu.com,Singapore
EDULINK (EDUCATIONAL LINK CONSULTANTS) PTE LTD - Singapore,EDULINK (EDUCATIONAL LINK CONSULTANTS) PTE LTD - Singapore,"545 Orchard Road #06-04
Far East Shopping Centre (next to Wheelock Place) Singapore 238882
",www.edulink.com.sg,Mr. Bill LEE,(+65) 62387310 ,bill@edulink.com.sg,Singapore
HUI AND KUAH PTE LTD - Singapore,HUI AND KUAH PTE LTD - Singapore,11 Keng Cheow Street #04-11 The Riverside Piazza Singapore 059608,www.hnksg.com,Philip Kuah ,(+65) 67342883,philip@hnksg.com,Singapore
IDP EDUCATION - Singapore,IDP EDUCATION - Singapore,"4th Floor Regional Language Centre (RELC) 30 Orange Grove Road Singapore 258352
",www.idp.com/singapore,Cherly LEE,(+65) 6736 7025,info.singapore@idp.com,Singapore
JACK STUDY ABROAD (GLZINC PTE LTD) -Singapore,JACK STUDY ABROAD (GLZINC PTE LTD) -Singapore,"#08-02, Orchard Gateway@Emerald 218 Orchard Road, Singapore 238851",www.studyabroad.sg,Mr.Kevin LI,(+65) 6737 6734,kevin.li@studyabroad.sg,Singapore
OVERSEAS ACADEMIC LINK PTE LTD - Singapore,OVERSEAS ACADEMIC LINK PTE LTD - Singapore,101 Cecil Street #18-02 Tong Eng Building Singapore 069533,www.oal.com.sg,Ms.Serene YONG,(+65) 62244775,serene@oal.com.sg,Singapore
OVERSEASEDUCATION.SG PTE LTD - Singapore,OVERSEASEDUCATION.SG PTE LTD - Singapore," 809 French Road #02-46, Singapore (200809)",www.overseaseducation.sg,Mr. Kuah Ann Soon,(+65) 61009800,info@OverseasEducation.sg,Singapore
THE RIGHT U PTE LTD - Singapore,THE RIGHT U PTE LTD - Singapore,144 Robinson Road #11-02 Singapore,www.therightu.com,"Mr. Chan, Khai Leok",(+65) 6333 1300,hello@therightu.com,Singapore
3WGE OVERSEAS EDUCATION CONSULTANT - Colombo,3WGE OVERSEAS EDUCATION CONSULTANT - Colombo,"No. 08, Bambalapitiya Drive, Colombo 04",www.3wge.com, - ,(+94) 11 2 559 748 (+94) 77 2 114 119,education@3wge.com,Sri Lanka
ADVENTUS EDUCATION - Colombo,ADVENTUS EDUCATION - Colombo,"4th Floor, AT Cooray Building, 445A, Galle Road, Colombo 3",www.adventuseducation.com , - ,(+94) 112 055 637,enquiries@adventuseducation.com,Sri Lanka
AMERICAN EDUCATION CENTRE LIMITED (AECL) - Colombo,AMERICAN EDUCATION CENTRE LIMITED (AECL) - Colombo,"No.375, 2nd Floor, R.A De Mel Mawatha, Colombo 03",www.studyinsrilanka.org, - ,(+94) 115 288 526,info@studyinsrilanka.org,Sri Lanka
ASPIRATIONS EDUCATION - Colombo,ASPIRATIONS EDUCATION - Colombo,"No. 267/20,Samagi Mawatha,(Next to the Nations Trust Bank), Nawala Road, Nugegoda",www.aspirations.edu.lk, - ,‎(+94) 011 2808800,info@aspirations.edu.lk,Sri Lanka
IDP EDUCATION - Sri Lanka,IDP EDUCATION - Sri Lanka,"1 St Albans Place, Colombo",www.idp.com,-,(+94) 11255 5123,info@colombo.idp.com,Sri Lanka
A PLUS EDUCATION CONSULTING SERVICE - Taiwan,A PLUS EDUCATION CONSULTING SERVICE - Taiwan,"6F-5, 577, Chung Shan 2nd Road, Kaohsiung, Taiwan 80146",www.apecs.com.tw,Sheree  Shao ,(886) 7 2168900,aplus.tw@msa.hinet.net,Taiwan
ACADEMIC ASIA  Taiwan,ACADEMIC ASIA  Taiwan,"6F-4. 230 Chang-An E. Rd., Sec.2,Zhongshan Dist.,Taipei City",www.aat96.com.tw,Sandy Tung,(886) 27774188,aat96@ms6.hinet.net,Taiwan
ADVANCED ELITE CONSULTANCY - Taiwan,ADVANCED ELITE CONSULTANCY - Taiwan,"Suite 1, Level 11, Sec. 1, 99 Chongqing South Road, Zhong Zheng District",www.facebook.com/AEC110,Fyfy Feriall,(886) 2 77266789,aectaipei@gmail.com,Taiwan
AONE INTERNATIONAL EDUCATION CONSULTANCY - Taipei,AONE INTERNATIONAL EDUCATION CONSULTANCY - Taipei,"4F-1, No. 6, Guancian Road, Taipei city",www.aone-edu.com,Minerva Lan,(886) 223113338,aone@aone-edu.com,Taiwan
AUSASIA INTERNATIONAL INSTITUTE - Taiwan,AUSASIA INTERNATIONAL INSTITUTE - Taiwan,"5F-3, 501 Guang-Fu South Road 11074 Taipei, Taiwan",www.goausasia.com,Theresa Huang,(886) 2 2723 333,contact@goausasia.com,Taiwan
CHIAO SHUN INTERNATIONAL PTY LTD - Taipei,CHIAO SHUN INTERNATIONAL PTY LTD - Taipei,"10F-10, No.68, Renai Rd., Sec.4,Taipei",www.chiaoshun.com,Patra Chiu,(886) 2 2705 2756,taipei@chiaoshun.com,Taiwan
D AND S EDUCATION CONSULTANCY - Taipei,D AND S EDUCATION CONSULTANCY - Taipei,"10F-2, No. 148, Section 4, Zhong-Xiao East Road, Taipei City, 106,",www.dns-edu.com,Liya,(886) 2 8771 9141,apply@dns-edu.com,Taiwan
FRONTIER PLANNING INTERNATIONAL - Taipei,FRONTIER PLANNING INTERNATIONAL - Taipei,"2F-2, No. 23, Section 1 Hangzhou South R, Taipei ",www.fpiedu.com,None,(886) 2 2321 2406,info@fpiedu.com,Taiwan
FUTURE EDUCATION CONSULTANCY - Taiwan,FUTURE EDUCATION CONSULTANCY - Taiwan,"2F, No.66, Huai’En St., East Dist, Tainan City 70143 Taiwan ",www.future-getset.com.tw,Elle Cheng,(886) 6 2360591,A0981662956@gmail.com,Taiwan
GLOBAL EDUCATION SERVICES - Taiwan,GLOBAL EDUCATION SERVICES - Taiwan,"7F, No.122, Section 1, Chung-Hsiao West Road Taipei",www.smartstudy.com.tw,Stephnie Yuan,(886) 2 2382 1999,info@smartstudy.com.tw,Taiwan
GOSTUDY EDUCATION INSTITUTE - Taipei,GOSTUDY EDUCATION INSTITUTE - Taipei,"4F-2, No.380, Sec. 1, Fuxing S. Rd., Da’an Dist, Taipei",www.go-study.com.tw,Patricia Ou,(886) 2 27071108,taipei@go-study.com.tw,Taiwan
GOSTUDY EDUCATION INSTITUTE - Taoyuan,GOSTUDY EDUCATION INSTITUTE - Taoyuan,"7F, No.134, Zhongshan Rd, Zhongli Dist, Taoyuan ",www.go-study.com.tw,Fendy Huang,(886) 3 4275111,fendy@mygostudy.com,Taiwan
IAE EDU NET - Taiwan,IAE EDU NET - Taiwan,"2F, No.95, Sec. 1, Chongqing S. Road, Taipei",www.iae-taiwan.net,Willa Wu,(886) 2 7730 5686,info@iae-taiwan.net,Taiwan
IDP EDUCATION - Kaohsiung,IDP EDUCATION - Kaohsiung,"10F, No. 189, Bo'ai 1st Road Kaohsiung",www.idp.com.tw,IDP IDP,(886) 7 3112280,Info.kaohsiung@idp.com,Taiwan
IDP EDUCATION - Taichung,IDP EDUCATION - Taichung," 3F, No.247, Taizhonggang Road, Sec. 1, Taichung",www.idp.com.tw,IDP IDP,(886) 4 23261722,info.taichung@idp.com,Taiwan
IDP EDUCATION - Taipei,IDP EDUCATION - Taipei,"7F, 25 Tunhwa South Road, Sec. 1, Taipei",www.idp.com.tw,Irene Liu,(886) 2 25701466,info.taipei@idp.com,Taiwan
IS EDUCATION - Kaohsiung,IS EDUCATION - Kaohsiung,"Rm3, 11F, No 263, Zhongshan 1st. Rd., Xinxing Dist., Kaohsiung City 800, Taiwan ",www.isec.com.tw,Michelle Chen ,(886) 7 285 5066,kaohsiung@isec.com.tw,Taiwan
IS EDUCATION - Taichung,IS EDUCATION - Taichung,"5F-1, No.545, Sec2, Taiwan Ave, Taichung  city 40360 ,Taiwan ",www.isec.com.tw,Joyce Lou,(886) 4 23266056,taichung@isec.com.tw,Taiwan
IS EDUCATION - Taipei,IS EDUCATION - Taipei," 17F-38, No. 50, Sec. 1, Zhong Xiao W. Road， Taipei",www.isedu.com.tw,Ivy Peng,(886) 2 23311515,taipei@isec.com.tw,Taiwan
JASON INTERNATIONAL EDUCATION - Taipei,JASON INTERNATIONAL EDUCATION - Taipei,"8F-1 No 79 Roosevelt Road Sec 2, Taipei ",www.jasonedu.com.tw,Mark Wang,(886) 2 23690093,study@jasonedu.com.tw,Taiwan
JAYDON STUDY ABROAD CENTRE - Taipei,JAYDON STUDY ABROAD CENTRE - Taipei,"11F-2, No. 293, Zhongxiao E. Road Sec. 4 ,Taipei",www.jaydon.com.tw,Sophia Shih,(886) 2 027718968,service@jaydon.com.tw,Taiwan
JRIS INTERNATIONAL CONSULTING CO - Taiwan,JRIS INTERNATIONAL CONSULTING CO - Taiwan,"12F-13, No. 112, Sec. 4, Zhongxiao E. Road, Daan District, Taipei city",www.jris.com,Jris Hsieh,(886) 2 2773 2220,education-n@jris.com,Taiwan
LIANXIN INTERNATIONAL EDUCATION - Taiwan,LIANXIN INTERNATIONAL EDUCATION - Taiwan,"9F-2, No 15, Cheng-Hsing Road, San-Min District Kaohsiung City",www.lianxin.com.tw,Lianxin Lianxin,(886) 73982588,jenlin@lianxin.com.tw,Taiwan
NEWTON INTERNATIONAL SERVICE (NEST) - Taiwan,NEWTON INTERNATIONAL SERVICE (NEST) - Taiwan,32 Claremont Drive，Robina，Queensland，4226 Australia ,www.nestedu.com.tw,NEST NEST,(886) 208 1572,nest@nestedu.com.tw,Taiwan
OH! STUDY EDUCATION CENTRE - Taipei,OH! STUDY EDUCATION CENTRE - Taipei,"4F, No.109, Sec. 4, Ren-ai Rd., Da-an District，Taipei city",www.ohstudy.net,Dennis Yu,(886) 2 27511919,ohstudyop@gmail.com,Taiwan
SHINING TRAVEL AGENCY CO - Taipei,SHINING TRAVEL AGENCY CO - Taipei,"10F-2,NO.14,HSIN SHENG SOUTH ROAD, SEC.1 ,Taipei ",None,Hui-Chen SU,(886) 2 2322 1808,halchen@ms34.hinet.net,Taiwan
SOUTHERN HEMISPHERE OVERSEAS STUDY CENTRE - Taiwan,SOUTHERN HEMISPHERE OVERSEAS STUDY CENTRE - Taiwan," 3F, No. 476, Wen-Lin Road, Shih-Lin Dist. Taipei",www.shosc.com.tw,Ron Tseng,(886) 2 28369876,ronshosc@ms29.hinet.net,Taiwan
STUDY DYNASTY EDUCATION - Taiwan,STUDY DYNASTY EDUCATION - Taiwan,"5F, 162, Chung Shan 1st Road, Kaohsiung, Taiwan 801",www.doctor-chih.com,Jade Weng ,(886) 7 238 5577,jade.higherstudy@gmail.com,Taiwan
STUDY FAIR - Taipei,STUDY FAIR - Taipei,"20F-30, No.50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist, Taipei",www.studyfair.com.tw,Vivian Chen,(886) 2 2370 7969,service@studyfair.com.tw,Taiwan
TAIDA INTERNATIONAL EDUCATION SERVICES - Kaohsiung,TAIDA INTERNATIONAL EDUCATION SERVICES - Kaohsiung,"17F-3, No.211, Chung-Cheng 4th Rd., Xinxing Dist., Kaohsiung City 801",www.edu-fair.com,Da Da Chen ,(886) 72512728,info@edu-fair.com,Taiwan
VANGUARD EDUCATION CONSULTANCY - Taichung,VANGUARD EDUCATION CONSULTANCY - Taichung,"3F, No.103, Sec2, Taiwan Ave, West Dist, Taichung 40354",www.global-vec.com,Wennie Wu,(886) 4 23055785,taichung@global-vec.com,Taiwan
YEC EDUCATION CENTRE - Taiwan,YEC EDUCATION CENTRE - Taiwan,"5F-10, No.57, Sec. 1 Chongqing S. Road， Zhongzheng District， Taipei",www.studyinaust.com.tw,Happy Kao,(886) 2 23705401,admin@studyinaust.com.tw,Taiwan
WORLDWIDE EDUCATION FOUNDATION - Taipei,WORLDWIDE EDUCATION FOUNDATION - Taipei,"11F, No. 171, Sec. 3, Roosevelt Road, Taipei City",www.wef.com.tw,Becky Lin,(886) 2 23631051,becky@wef.com.tw,Taiwan 
AIM INTERNATIONAL EDUCATION - Bangkok,AIM INTERNATIONAL EDUCATION - Bangkok,"209/1 KKP Tower, Tower B, G Floor, Unit Shop 8
Sukhumvit 21 Road, (Asoke) Klongtoey Nua, Wattana, Bangkok 10110 ",www.aimintered.com,Ms. Amornrat Sooklee,(66) 818070104,amornrat.s@aimintered.com,Thailand
ALL ABOUT STUDY CO LTD - Samut Prakan,ALL ABOUT STUDY CO LTD - Samut Prakan,"At Jas Urban Srinakarin, Room A302/1 Level 3 (Education Hall) 788 Moo 5, Samrong Nua, Mueang, Samut Prakan 10270",www.allaboutstudy.net,Ms. Panadda Pongtoy,(66) 92 641 4429,panadda@allaboutstudy.net,Thailand
AMS BRIDGE BLUE - Bangkok,AMS BRIDGE BLUE - Bangkok,"14/6 Soi Lang Wat Hua Lumphong, Khwaeng Si Phraya, Bang Rak, Bangkok",www.amsbridgeblue.com,Timothy Teoh,(66) 8 5848 9898,tim@amsbridgeblue.com,Thailand
APEX EDUCATION CONSULTANT - Bangkok,APEX EDUCATION CONSULTANT - Bangkok,"126/1 Soi Sukhumvit 23
Sukhumvit Road
Bangkok
None
10110",www.apexeducate.com,Ms. Siridhorn Sorntarit,(66) 22602910,apex@apexeducate.com,Thailand
AT EDUCATION CO LTD - Bangkok,AT EDUCATION CO LTD - Bangkok,"GPF Building Tower B, First Fl., Suit 109, 93/1 Wireless Rd., Lumpini,Patumwan, Bangkok, Bangkok 10330",www.ateducation.co.th,Mr. Runganan Sirasoontorn,(66) 85 349 7637,gus@ateducation.co.th,Thailand
AVSS THAILAND - Phuket,AVSS THAILAND - Phuket,"97 Dibuk Road, Taladyai, Muang, Muang, Phuket",www.theavss.net,Miss Jan Sangkharak,(66) 86 595 5148,avssphuket@theavss.net,Thailand
BETTER GRADE EDUCATION CENTRE - Bangkok,BETTER GRADE EDUCATION CENTRE - Bangkok,"12 Soi Hua Mak 31, Hua Mak, Bangkapi, Bangkok 10240",www.bettergradeedu.com,Miss Sarinrat Thampreechapong,(66) 2 718 2881,sarinrat@bettergradeedu.com,Thailand
BOSSEDUCATION & VISA - Bangkok,BOSSEDUCATION & VISA - Bangkok," Room 2301,
 23
rd
 Floor ,
  Two Pacific Place
 142 Sukhumvit
 Road,
 Klongtoey Bangkok 10110,  
Thailand",www.bosseducationvisa.com,Ms. Matticha Phrueksaritanon,(66) 26846845,bosseducation2011@hotmail.com,Thailand
BRIGHT EDUCATION CO LTD - Chiang Mai,BRIGHT EDUCATION CO LTD - Chiang Mai,"The Ring, Nimmanhaemin Rd. Soi 17,
Suthep, Muang, Chiang Mai, Thailand 50200
",www.bright-ed.com,Ms. Nawinda Chaichana,"(66) 53 894137, (66) 62 9654459",Nawinda@bright-ed.com,Thailand
CENTORY COMPANY LIMITED - Bangkok,CENTORY COMPANY LIMITED - Bangkok,"29th Floor, 253 Asoke Building,  Sukhumvit 21 (Asoke) Road, Klongtoey Nua, Wattana Bangkok 10110",www.educatepark.com,Ms. Jiratti Chantarak ,(66) 2 664 2748,educatpark@hotmail.com ,Thailand
EDNET CO LTD - Bangkok,EDNET CO LTD - Bangkok,"Unit 1001, CentralPlaza Ladprao, 1693 Phaholyothin Road, Chatuchak, Bangkok 10900",www.EDNET.CO.TH,Mr. VASAPOL MOLEEWA,(66) 2 937 0870,Vasapol@Ednet.co.th,Thailand
EDUCATION FOR LIFE CO - Bangkok,EDUCATION FOR LIFE CO - Bangkok,"54 Huamark Road, Huamark, Bangkapi, Bangkok 10240 Thailand",www.eduforlife.net,Ms. Patcharaporn Boonkerd,(66) 27201065,bee@eduforlife.net,Thailand
EXCITE EDUCATION CONSULTANT KHONKAEN CO LTD - Thailand,EXCITE EDUCATION CONSULTANT KHONKAEN CO LTD - Thailand,"229/23, Soi Yimsiri (Srichan 4),
Srichan Rd, Nai Muang, Muang Khon Kaen, 40000 Thailand",www.exciteways.com,Mr. Ong-arj Phoojamrern,(66) 86 3054 888,peaky@exciteways.com ,Thailand
EXIT EDUCATION CO LTD - Bangkok,EXIT EDUCATION CO LTD - Bangkok,"Sukhumvit 52 Alley - Soi Sukhumvit 52, บางจาก พระโขนง Krung Thep Maha Nakhon 10260",www.exiteducation.com,Ms. Chongdee Imocha,(66) 2 102 37467,chongdee@exiteducation.com,Thailand
FIRM FRIENDS GROUP COMPANY - Thailand,FIRM FRIENDS GROUP COMPANY - Thailand,"374/7 Village No.19, Rob Wiang sub-district,
Mueang
Chiang Rai
57000
Thailand ",www.afirmfriends.com,Mr.Yoshuwa Phanthan,(66) 52021517,firmfriends.01@gmail.com,Thailand
GET AND GO CONSULTANTS CO LTD. - Bangkok,GET AND GO CONSULTANTS CO LTD. - Bangkok,"3 Promphan 3 Building, Room 1006, Soi Ladprao 3, Chompol, Chatuchak, Bangkok",www.getandgo.co.th,Ms Pattraporn Archavakhom,(66) 95 185 1670,pam@getandgo.co.th,Thailand
