CA Comments: ,EMPortal number:,provider,address,website,contact-person,phone,email,Given Name,Family Name,country,Business Country Ref Code,Agent Type Ref Code,Agent User Id,PRISMS User Id,,,,,,,,,,,,,,,
,4413,IDP EDUCATION - Sri Lanka,"1 St Albans Place, Colombo",www.idp.com,,+94 11 255 5123,info@colombo.idp.com,IDP ,IDP,India,IND,,,,,,,,,,,,,,,,,,
,2791,Cosmo Education,"Jl. Gunung Sahari raya No. 12-E Jakarta, Jakarta Raya 10720 Indonesia",no wedsite,Ms I-ing,622 1600 9111,cosmoedu@cbn.net.id,Cosmo,Cosmo,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,992,ALFALINK - Alam Sutera,"Jl. Jalur Sutera 29C No. 32, Ruko Imperial Walk",www.alfalink.net,Mahendra,021 5312 9898,info@alfalink.net,Alfalink ,Alfalink,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,992,ALFALINK - Bandung,Jl. Kebonjati No. 136 A,www.alfalink.net,Wiki,022 607 6696,info@alfalink.net,Alfalink ,Alfalink,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,992,ALFALINK - Jakarta,"The Boulevard, 3rd Floor, Suite E1-E2, Jl. Fachrudin Raya No. 5, Jakarta Pusat",www.alfalink.net,Ria,021 3199 1308,info@alfalink.net,Alfalink ,Alfalink,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,992,ALFALINK - Makassar,"Ruko Merpati Residence Kav. C-1. Jl. Merpati No. 10, Makassar",www.alfalink.net,David Lisan,0411 831 199,info@alfalink.net,Alfalink ,Alfalink,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,992,ALFALINK - Malang,"Jl. Ciliwung No. 32, Kav C dan D",www.alfalink.net,Jeffri,0341 4359 888,info@alfalink.net,Alfalink ,Alfalink,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,992,ALFALINK - Semarang,"Perumahan Kartini Kav. 7, Jl. Kartini Raya (Pasar Burung)",www.alfalink.net,Imam,024 356 7889,info@alfalink.net,Alfalink ,Alfalink,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,992,ALFALINK - Surabaya East,"Mega Galaxy Blok 16A No. 10, Jl. Dr. Ir. H. Soekarno",www.alfalink.net,Amaliya,031 595 1188,info@alfalink.net,Alfalink ,Alfalink,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,992,ALFALINK - Surabaya West,"Ruko Rich Palace Kav. R-40 , I-1, Jl. Mayjend Sungkono 149 – 151",www.alfalink.net,Arlene,031 566 1188,info@alfalink.net,Alfalink ,Alfalink,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,11133,ANINDO DUTABHUANA - Indonesia,"JL. Jendral Sudirman, 8th Floor Bank Panin Pusat",www.anindo.co.id,Anita,+6221 572 1018,anindodb@cbn.net.id,Anindo Dutabhuana ,Anindo Dutabhuana,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,1676,AS STUDENT SERVICES - Medan,"Jl. Malibu Alam Raya Blok FF No. 88, Malibu Club House",www.asstudent.com.au,Effendy,+62 81 630 1637,p.e.lie@asstudent.co.id,AS Student Services ,AS Student Services,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,1747,AUG - Surabaya,Jalan Polisi Istimewa 1D Surabaya,augstudy.com/indonesia/,Donny,+62 31 562 3535,surabaya@augstudy.com,AUG ,AUG,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,12925,AUSTRALIA CENTRE - MEDAN,"Jl. R.A. Kartini No. 32,Medan 20152",www.acmedan.com/,Irene,62 61 455 5015,info@acmedan.com,AC ,AC,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,10221,CENTRAL EDUCATION SERVICES - Jakarta,"Jl. Boulevard Raya Blok QF I/8, Kelapa Gading",www.ceseducation.org/,Julia Tukiran,+62 21 4528571,info@ceseducation.org,CES ,CES,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18467,CENTRAL STUDENT SERVICES - Jakarta,"Mangga Dua Square, Jl. Gunung Sahari Raya No. 1, Lantai 3 Blok A No.24A&B",www.central-education.com/1/,,08161335565,info@central-student.com,CES ,CES,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18467,CENTRAL STUDENT SERVICES - Lampung,"Jl. Diponegoro No.81D (seberang Asuransi Astra),",www.central-education.com/1/,Hery Darsono,0721 488299,info@central-student.com,CES ,CES,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18467,CENTRAL STUDENT SERVICES - Palembang,Jl. Bangau No.169 (depan SMA Xaverius 1),www.central-education.com/1/,Yovita Salim,0711 318808,info@central-student.com,CES ,CES,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,3196,EDLINK + CONNEX - Indonesia,"Plaza Sentral 10th Floor, Jl. Jend Sudirman Kav 10",www.edlinkeducation.com/,Sugih,+62 21 2524568,info@edlink.or.id,Edlink ,Edlink,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,37278,ELS CONSULTING - INDONESIA,"Intercon Plaza, Block B12, Jl. Meruya Ilir Raya",els-international.com,Evi Sitorus,622129321638,evisitorus5@gmail.com,ELS CONSULTING ,ELS CONSULTING,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,3659,FORTRUST INTERNATIONAL - Indonesia,"Menara BCA, JI. MH Thamrin No.1, Level 50",www.fortrust.com,Gani,+62 21 2358 5686,info@fortrust.com,Fortrust International ,Fortrust International,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,9699,GLOBAL TOTAL EDUCATION SERVICES - Medan,Jl. K.L. Yos Sudarso No. 71C Glugur Kota,www.globaltotal.web.id/,Gunawati,62 61 6617131,admissions@globaltotal.web.id,Global Total Education Services ,Global Total Education Services,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18649,GOLDEN GATE EDUCATION - Indonesia,"Jln. Sultan Iskandar Muda No18G, Arteri Pondok Indah",www.ggeducation.net/,Heru,+62 8 1212 454545,info@elceducation.net,Golden Gate ,Golden Gate,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,28725,ICAN EDUCATION - Jakarta,Komplek Ruko Voronez CA 24 No. 7. Gading Serpong,www.ican-education.com/,Kevin Putra,+6221 6667 0204,info@ican-education.com,iCan ,iCan,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4338,IDP EDUCATION - Bali,Jl. Gatot Subroto Barat no 305 A,www.idp.com,Monica,+623619073436,info.bali@idp.com,IDP ,IDP,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4338,IDP EDUCATION - Bandung,Jl. Sulanjana No. 3,www.idp.com,Shendy Achmadi,224211636,info.bandung@idp.com,IDP ,IDP,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4338,IDP EDUCATION - Jakarta,"Wisma Budi 5th Floor Room 501, Jl. Rasuna Said Kav C6",www.idp.com,Hengky Hasiholan,21 252 3291,info.jakarta@idp.com,IDP ,IDP,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4338,IDP EDUCATION - Makassar,Jl. Yosef Latumahina No. 1-D Losari. Makassar,www.idp.com,Ovyanti Marloana,+62 0411 831 534,lili.kusuma@idp.com,IDP ,IDP,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4338,IDP EDUCATION - Malang,Jl. Galunggung 39,www.idp.com,Prof. Loekito,341 56 8133,info.malang@idp.com,IDP ,IDP,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4338,IDP EDUCATION - Medan,Jl. S. Parman No. 215 F,www.idp.com,Livia Salim,614157810,info@medan.idp.com,IDP ,IDP,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4338,IDP EDUCATION - Semarang,Jl. Imam Bonjol No. 163,www.idp.com,Endah Prihati,24 831 7961,info.semarang@idp.com,IDP ,IDP,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4338,IDP EDUCATION - South Jakarta,"Plaza 5 Pondok Indah Blok D11, Jl. Margaguna Raya",www.idp.com,Doddy Widodo,21 750 3552,info.southjakarta@idp.com,IDP ,IDP,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4338,IDP EDUCATION - Surabaya,Jl. Kayun 62 Surabaya,www.idp.com,Prof. Loekito,31 546 6946,info.surabaya@idp.com,IDP ,IDP,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,12577,NETWORK EDUCARE - Indonesia,"Thamrin Residence, Executive City Home 01/GC, Jl Thamrin Boulevard",www.networkeducare.com,Tries Juliana,+622123579907,needjkt@cbn.net.id,Network Educare ,Network Educare,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,9168,PREMIER STUDY MANAGEMENT - Indonesia,Jl. Puri Permai I Blok W 1/3,,Agustinus,+62 21 917 0065,psmjkt@dnet.net.id,PSM ,PSM,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,5999,PROGRESS STUDY CONSULTANCY - Jakarta,Jl. Tomang Raya No.70,www.progress-study.com.au,,+62 21 567 3234,jakarta@progress-study.com,PSC ,PSC,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,11093,SUN EDUCATION GROUP - Jakarta,"Ged Graha Kencana, Level 9 Unit A, Jl. Raya Pejuangan No. 88",www.suneducationgroup.com,Christina Huangda,62 21 5366 0001,admissions@suneducationgroup.com,SUN Education ,SUN Education,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,11093,SUN EDUCATION GROUP - Kelapa Gading,Jl. Boulevard Timur Raya Blok NE1 No. 57,www.suneducationgroup.com,Novita Ratna Sari,62 21 4584 7909,kelapagading@suneducationgroup.com,SUN Education ,SUN Education,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,11093,SUN EDUCATION GROUP - Medan,Jl. Professor MH Yamin SH 21 C,www.suneducationgroup.com,Zukimin,62 451 4850,medan@suneducationgroup.com,SUN Education ,SUN Education,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7399,VISTA EDUCATION - Bandung,"Ruko Paskal Hypersquare A-30, Jl. Pasir Kaliki 25-27",www.vistaeducation.com,Marsela,022 8606 1033,marsela@vistaeducation.com,Vista Education ,Vista Education,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7399,VISTA EDUCATION - Denpasar,Jl. Mahendradata 78 C,www.vistaeducation.com,Jimmy,0361 846 6303,jimmy@vistaeducation.com,Vista Education ,Vista Education,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7399,VISTA EDUCATION - North Jakarta,"Ruko MOI (Mall of Indonesia) Blok L-20, Kelapa Gading Square",www.vistaeducation.com,Crissy,021 4586 7828,crissy@vistaeducation.com,Vista Education ,Vista Education,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7399,VISTA EDUCATION - South Jakarta,"Rukan Permata Senayan E-26, Jl. Tentara Pelajar ",www.vistaeducation.com,Katherine,021 5794 0908,katherine@vistaeducation.com,Vista Education ,Vista Education,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7399,VISTA EDUCATION - West Jakarta,"Ruko Sentra Bisnis Blok C-12A, Jl. Tanjung Duren Utara Kav.38",www.vistaeducation.com,Esther,021 5697 5588,cm.westjkt@vistaeducation.com,Vista Education ,Vista Education,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7399,VISTA EDUCATION - West Surabaya,"Apartement Waterplace Tokan A-11, Pakuwon Indah",www.vistaeducation.com,Jimmy,031 738 8686,jimmy@vistaeducation.com,Vista Education ,Vista Education,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7557,WINIK EDUCATION AND SERVICES - Indonesia,"Komplek Graha Kencana Unit EA, Jl. Raya Pejuangan 88",,Andreas,+62 21 532 5966,winik@cbn.net.id,WINIK ,WINIK,Indonesia,IDN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,9172,Universal Services Jakarta,"Jln. Boulevard Raya RA XIX 8, Kelapa Gading Barat, Jakarta Utara, Jakarta Raya, 14240, Indonesia",www.infostudiluarnegeri.com/,Mr. Suwito / Mr. Wenas ,62 21 224 54109,universal.jakarta@gmail.com,Universal Services,,Indonesia,,,,,,,,,,,,,,,,,,,
,1869,Bada Education-Busan,"Level 3, #485-41, Bujeon-dong,Busanjin-gu,Busan",www.badaedu.com,Seonhye Lee,82 51 806 2206,busan@badaedu.com,Bada ,Bada ,"Korea, Republic of South",,,,,,,,,,,,,,,,,,,
,8367,I world International Group-Korea ,"Suite 304, Level 3 Anytower, Gangnamdaero 53-gil 7, Seochogu,Seoul",www.iworldstudy.com,Terry Kim,82 2 3472 1113,terry@iworldstudy.com,I world,I world,"Korea, Republic of South",,,,,,,,,,,,,,,,,,,
,4201,Honew Edu Consulting,"1811 Ho ,Doosanbearstel,1319-11 Seocho-Dong,Seoul",www.honew.com,Andy Kim,82 2 6245 0091,seoul@honew.com.au,Honew,Honew,"Korea, Republic of South",,,,,,,,,,,,,,,,,,,
,23098,Eduyoung-Korea,"Level 19, Sungji Heights III B/D,642-6 Yeoksam-dong, Gangnam-gu,Seoul",www.eduyoung.com,Simon Kim,82 2  552 9271,info@eduyoung.com,Eduyoung,Eduyoung,"Korea, Republic of South",,,,,,,,,,,,,,,,,,,
,33376,U&I global -Korea,"Suite 611, Doosan bearstel 1319-11, Seocho-dong, Seocho-gu,Seoul",www.uandIedu.com,Jason Yoo,82 2 587 8532,jason@uandiedu.com,U&I global,U&I global,"Korea, Republic of South",,,,,,,,,,,,,,,,,,,
,9377,Uhak Academy ,"# 801 (8F) Segye Bldg. 12, Seochodaero 73-gil,Seocho-gu",www.uhakacademy.com,Alex Kim,82 2 592 3939,info@uhakacademy.com,Uhak,Uhak,"Korea, Republic of South",,,,,,,,,,,,,,,,,,,
,22969,Gamja Uhak,"2F,Seoul Building,Seo Cho Dong,Seo Cho Gu 137-856,Seoul",www.gamjauhak.com,Soonyoung Kim,82 2 1588 7923,admin@gamjauhak.com,Gamja,Gamja,"Korea, Republic of South",,,,,,,,,,,,,,,,,,,
,20003,Doosan Edu International,"#804 Bando U Square, 12 Samsong-ro, Deogyang-gu,Goyang-si,Gyeonggi-do",www.doosanedu.com,Paul PAEK,82 2 737 9550,doosan@doosanedu.com,Doosan,Doosan,"Korea, Republic of South",,,,,,,,,,,,,,,,,,,
,33417,Prime Uhak Net Pty ltd-Busan,"2nd floor,HANA Tour Bldg,257-49 Bujeon2-dong,Busanjin-gu,Busan",www.primuhal.com,Miki Hong,82 51 803 2100,dawnstargirl@hanmail.net ,Prime,Prime,"Korea, Republic of South",,,,,,,,,,,,,,,,,,,
,1868,BADA EDUCATION - Seoul,"Suite 703, Level 7, 437, Gangnam-daero, Seocho-gu, Seoul",www.badaedu.com,Yangeun Kwon,+82 02 3477 2205,seoul@badaedu.com,Bada ,Bada,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,2523,CHONGRO OVERSEAS EDUCATIONAL INSTITUTE - Seoul,"5th Fl Yoochang Bldg,429 Gangnam-daero, Seocho-gu, Seoul",www.coei.com,Kuhyun Lee,+8225990091,coei@coei.com,Chongro ,Chongro,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,24830,EDM EDUCATION - Seoul,"11F, 55, Seocho-daero 77-gil, Seocho-gu,Seoul",www.edmuhak.com,Dongwan Noh,02 562 5091,admissions@edmuhak.com,EDM ,EDM,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,9427,HOJUHELPER EDUCATION CENTRE - Seoul,"5F, Jicheon Bldg., 818-1 Yeoksam-dong,Gangnam-gu,Seoul",www.hojuhelper.com,Jay Jeong,+82 2 565 7523,hojuhelper@hotmail.com,Hojuhelper ,Hojuhelper,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4314,IAE EDU NET - Seoul,"hak Net Building, 21, Yeoksam-ro 8-gil, Gangnam gu,Seoul",www.eduhouse.net,OJ Kim,+822 3481 1217,info@eduhouse.net,IAE EDU ,IAE EDU,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23334,IAPPLY UHAK CONSULTING - Korea,"Level 7,Gangnam Jeil building,822-4 Yeoksamdong, Gangnamgu Seoul",,iapply,+827088822788,info.iapply@gmail.com,iApply ,iApply,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7247,IBN EDUCATION CENTRE - Seoul,"401Ho, Mee-Ryo Building,75-9 Chongro 2ga, Chongro-gu Seoul 110-773",,Kelly LEE,02 3477 2412,admin@ibnedu.com,IBN Education ,IBN Education,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4409,IDP EDUCATION - Seoul,"5th Floor, Wooshin Building,1304-5 Seocho-dong,Seocho-gu, Seoul",www.idp.com/korea/studyabroad,Annie Shim,+82 2 533 7266,info.gangnam@idp.com,IDP ,IDP,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4857,KOKOS INTERNATIONAL - Seoul,"Suite 501 619-4 Yeoksam-Dong, Gangnam-Gu ",www.ikokos.com,Minseok Jang,82 2 566 1178,seoul@ikokos.com,Kokos ,Kokos,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,24755,PRIME U HAK PTY LTD - Seoul,"801-B BoutiqueMonaco 1316-5, Seocho-dong, Seocho-gu",www.uncuhak.com,Tiffany Lee,+82 2 582 1007,james@primeuhak.com,Prime U Hak ,Prime U Hak,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18195,UH INTERNATIONAL - Seoul,"Suite 202,YuYang B/D,#823-11, Yeoksam-Dong, Gangnam-gu",www.yuhakinet.com,Maria Jang,+82 2 3477 8337,uhakinet@daum.net,UH International ,UH International,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23156,UHAK STATION - Busan,"1F 257-9 Bujeon-dong, Busanjin-gu,Busan",www.uhakstation.com,Jason Hwang,+82518199809,busan@uhakstation.com,Uhak ,Uhak,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,28695,UHAK STATION - Gangnam,"Suite 602, Level 6, 1318 Daeseung BD,Seocho-Dong, Seocho-Gu,Seoul",www.uhakstation.com,Jason Hwang,02 532 6504,gangnam@uhakstation.com,Uhak ,Uhak,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18348,UHAK STATION - Jongro,"Suite 1408, Level 14,Officia Building, 163 Shinmoonro - 1Ga, Gwang Hwa Moon, Seoul",www.uhakstation.com,Jason Hwang,+82 2 722 3000,jongro@uhakstation.com,Uhak ,Uhak,"Korea, Republic of South",KOR,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18791,A3 Education & Training Sdn. Bhd ,"Lot 21, 1st Floor, Lido Plaza, Jalan Nosoob Hungab, Penampang, 88300 Kota Kinabalu, Sabah, Malaysia",www.a3.my,Amy TAN,+6088 727 802 ,amy@a3.my,A3,,Malaysia,,,,,,,,,,,,,,,,,,,
,877,AC SErvices Enterprise ,"Lot B-2-7, 2nd Floor, Block B, Karamunsing Capital, Lorong Capital, 88300 Kota Kinabalu Sabah, Malaysia.",acs-enterprise.com/,Anthony LIM,+6088 448191,anthony@acs-enterprise.com,AC Enterprise,,Malaysia,,,,,,,,,,,,,,,,,,,
,23202,ASA Overseas Education Specialist M Sdo. Bhd ,"447-7-7,Pulau Tikus Plaza, Burmah Road, Penang 10350",www.asa-edu.com ,Linda CHOO,604 227 0373,account@asa-edu.com,ASA,,Malaysia,,,,,,,,,,,,,,,,,,,
,8992,Australian Business Centre ,"1st Floor, Lot 2067 Jalan Utama, Pending Kuching Sarawak 93450", australianbusinesscentre.blogspot.com,Roger CHAN,+6082 482 999 ,abc@netinc.net.my,ABC,,Malaysia,,,,,,,,,,,,,,,,,,,
,26315,Ed Network International Education Sdn Bhd ,"69-02, Jalan Molek 3/10, Taman Molek, 81100 Johor Bahru Malaysia",www.ednet.com.my,Serene DING,+6016-778 1488,serene@ednet.com.my,EdNet,,Malaysia,,,,,,,,,,,,,,,,,,,
,23111,GB Academy Sdn. Bhd. ,"76, Jalan Harimau Tarum, Taman Century, 80250 Johor Bahru, Johor",WWW.GBACADEMY.MY,Megan SOO ,+660197187733,megan@gb-academy.com,GB,,Malaysia,,,,,,,,,,,,,,,,,,,
,9897,iEducare Services ,"Suite 50-4-3, Level 4, Wisma UOA Damansara 1, No 50 Jalan Dungun, Damansara Heights, Kuala Lumpur, Malaysia 50490",www.facebook.com/iEduCareServices/,Michael Tho ,+60 3-2093 3098,michael@ieducare.com.my,iEduCare,,Malaysia,,,,,,,,,,,,,,,,,,,
,5266,Market Management Services Sdn. Bhd.,"No. 32, 1st Floor, Blok E, Jalan Tunku Abdul Rahman, Taman Sri Sarawak Bkt Permata 93100 Kuching, Malaysia",www.mms.com.my,May TAN,+6082246795,may@mms.com.my,MMS,,Malaysia,,,,,,,,,,,,,,,,,,,
,4679,JM Education Group Berhad ,36-38 Jalan SS 15/8 Subang Jaya Selangor 47500 Malaysia ,WWW.jmeducationgroup.com,Abbie Lim ,+604-2288 376,abbie@jmecc.com,JM,,Malaysia,,,,,,,,,,,,,,,,,,,
,42528,PDVL Overseas Advisory ,"Lot B-1-2, 1st Floor, Block B, Karamunsing Capital, Lorong Capital, 88100 Kota Kinabalu, Sabah",www.pd-vl.com,Mei Tyin Low ,6088253992,kotakinabalu@pd-vl.com,PDVL,,Malaysia,,,,,,,,,,,,,,,,,,,
,1744,AUG - Subang Jaya,"8, Jalan SS15/8, Subang Jaya 47500 Selango",augstudy.com/,Ms Nicole Chong,+60 3 5634 3767,malaysia@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42260,AUG - KUALA LUMPUR,"Suite 4.04, Level 4, Wisma MCA, 163 Jalan Ampang, Kuala Lumpur 50450 Malaysia",augstudy.com/,Ms Ellen Tan,60 3 5634 3768,kl@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42261,AUG - MELAKA ,"No. 203-B Menara Jian Mei Jalan Kenanga 3/29A Off Jalan Gajah Berang (next to SMJK Katholik), Taman Kenanga, Melaka 75200 Malaysia ",augstudy.com/,Ms Marilyn Chong,+60 3 5634 3769,melaka@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42262,AUG - JOHOR BAHRU ,"39, Jalan Harimau Tarom Taman Century, 80250 Johor Bahru, Johor, 80250 Malaysia",augstudy.com/,Ms Hwee Ling Lee,+60 3 5634 3770,jb@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42263,AUG - NILAI ,"LK2-01-02, Blok LK2, Laman Komersil Areca Putra Nilai, Negeri Sembilan, 71800",augstudy.com/,Ms May Tan,60 6 7907988,nilai@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42265,AUG - PENANG ,441-G-9 Pulau Tikus Plaza Jalan Burma Penang 10345 Malaysia ,augstudy.com/,Ms Yen Yen Ong,+60 4 228 5990,penang@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42264,AUG - KUCHING ,"Sub Lot 6, Sekama 7, Jalan Sekama Kuching Sarawak 93300 Malaysia ",augstudy.com/,Ms Karin Kon,+60 82 348855,kuching@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42266,AUG - IPOH ,33G Persiaran Green hill Ipoh Johor 30450 Malaysia ,augstudy.com/,Ms Soh Fong Liew,6052530881,ipoh@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42267,AUG - SEGAMAT ,"155 1Fl, Jalan Sia Her Yam Segamat Johor 85000 Malaysia ",augstudy.com/,Ms Marilyn Chong,6079321168,segamat@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42268,AUG - KUANTAN ,"A-271-1 Jalan Beserah, Kuantan start city 2 Kuantan Pahang 25300 Malaysia",augstudy.com/,Mr Yew Thet Soo,+60 9 505 5427,kuantan@augstudy.com,AUG,,Malaysia,,,,,,,,,,,,,,,,,,,
,42528,PDVL Overseas Advisory ,"Unit 2-16, PV 128, Jalan Genting Klang, 53300 Kuala Lumpur, Jalan Genting Klang Kuala Lumpur 53300",www.pd-vl.com,M T Low ,60 (0)10 226 9851,loeny@pd-vl.com,PDVL,,Malaysia,,,,,,,,,,,,,,,,,,,
,4381,IDP EDUCATION - Johor Barhu,38-01 Jalan Austin Heights 3/2 Taman Mount Austin Johor Bahru Johor 81100 Malaysia ,www.idp.com/malaysia/studyabroad,Marilyn Tai Meng Choo,+607-364 0080,info.johorbahru@idp.com,IDP,,Malaysia,,,,,,,,,,,,,,,,,,,
,4385,IDP EDUCATION - Kuala Lumpur,"6th Floor, (West Block), Wisma Selangor Dredging, Jalan Ampang 50450 Kuala Lumpur",www.idp.com/malaysia/studyabroad,Charan Kaur,+603 2162 3755,info.kualalumpur@idp.com,IDP,,Malaysia,,,,,,,,,,,,,,,,,,,
,42563,IDP EDUCATION - Kota Kinabalu,"Lot 2-1, 1st Floor, Lorong Lintas Plaza 1, Lintas Plaza, Jalan Lintas, Kota Kinabalu, Sabah 88300",www.idp.com/malaysia/studyabroad,Audrey Liansun,+6088 242 336,info.kotakinabalu@idp.com,IDP,,Malaysia,,,,,,,,,,,,,,,,,,,
,20054,IDP EDUCATION - Kuching,"1st Floor, No 28 Brighton Square Jalan Song, 93350 Kuching Sarawak",www.idp.com/malaysia/studyabroad,Alvina Lau,+6082-577645,info.kuching@idp.com,IDP,,Malaysia,,,,,,,,,,,,,,,,,,,
,4362,IDP EDUCATION - Penang,441-1-1 Pulau Tikus Plaza Jalan Burma 10350 Penang,www.idp.com/malaysia/studyabroad, Oon Hooi Ting,+604-226 1811,info.penang@idp.com,IDP,,Malaysia,,,,,,,,,,,,,,,,,,,
,4414,IDP EDUCATION - Subang Jaya,"No 18, Jalan SS 15/8 47500 Subang Jaya Selangor",www.idp.com/malaysia/studyabroad,Carmen Loo,+60 7 331 2977,info.subangjaya@idp.com,IDP,,Malaysia,,,,,,,,,,,,,,,,,,,
,24915,Campus Abroad ,"34, Vandermeersch Street, Rose Hill, Mauritius",www.campusabroadmauritius.com, - ,(+230) 467 62 00,"campus-abroad@usa.net
campus@intnet.mu",Campus Abroad,Campus Abroad,Mauritius,,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
